weiboId	attitudes_count	bmiddle_pic	comments_count	created_at	favorited	geo	id	idstr	in_reply_to_screen_name	in_reply_to_status_id	in_reply_to_user_id	mid	mlevel	original_pic	pic_urls	reposts_count	source	text	thumbnail_pic	truncated	uid	visible	retweeted_status_id	gatherTime
4407-	0		1	Thu Oct 24 03:53:59 +0800 2013			3636774364758369	3636774364758369				3636774364758369	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[嘻嘻][嘻嘻][嘻嘻][花心][haha][good][ok][ok][ok] //@另类GIF:[心] 好有爱~~			1660544250	00	3636659993758457	1397717468127
4408-	0		1	Fri Jan 06 09:56:23 +0800 2012			3398776733428148	3398776733428148				3398776733428148	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	@里乎毋须 装蛋			1660544250	00	0	1397717468128
4409-	0		0	Fri Nov 15 15:17:12 +0800 2013			3644918834826625	3644918834826625				3644918834826625	0			0	<a href=" rel="nofollow">iPhone客户端</a>	开赛最好看一场。太爽了 //@NBA:@KobeBryant //@Delicate黄: 伊戈达拉，“这绝杀是偷师科比。”Iguodala: "I took a page out of Kobes book, cutting back door (for) that baseline shot. Seen it a million times, it worked for me once."			1660544250	00	3644908504085891	1397717468129
4410-	0		6	Thu Nov 08 05:38:45 +0800 2012			3509964976947741	3509964976947741				3509964976947741	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	[嘻嘻]			1660544250	00	0	1397717468129
4411-	1		2	Tue Jul 09 13:13:27 +0800 2013			3598139661998507	3598139661998507				3598139661998507	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	感谢老妈请客。joe fortes 很赞。			1660544250	00	0	1397717468130
4412-	0		0	Tue Aug 30 15:33:46 +0800 2011			3352113606733455	3352113606733455				3352113606733455	0			0	<a href=" rel="nofollow">iPhone客户端</a>	青蓝调 喜欢			1660544250	00	3352113006514863	1397717468130
4413-	0		0	Fri Sep 14 00:54:32 +0800 2012			3489962119370171	3489962119370171				3489962119370171	0			0	<a href=" rel="nofollow">iPhone客户端</a>	Kokanee 口感不错。实惠型。			1660544250	00	3489957216043668	1397717468131
4414-	0		1	Sat Dec 17 13:29:17 +0800 2011			3391582554362283	3391582554362283				3391582554362283	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	陈汉典太逗了			1660544250	00	3391356527178121	1397717468131
4415-	0		8	Sat Mar 02 04:25:25 +0800 2013			3551258738786859	3551258738786859				3551258738786859	0			1	<a href=" rel="nofollow">iPhone客户端</a>	就等着呢。你们懂的。			1660544250	00	3551236865292339	1397717468132
4416-	0		3	Thu Jan 05 12:25:29 +0800 2012			3398451872082578	3398451872082578				3398451872082578	0		#	1	<a href=" rel="nofollow">微博 weibo.com</a>	沉。			1660544250	00	0	1397717468132
4417-	0		0	Mon Sep 12 03:03:44 +0800 2011			3356635897111334	3356635897111334				3356635897111334	0			0	<a href=" rel="nofollow">iPhone客户端</a>	铁道部估计现在松一口气 没人追查了 网友看热闹的心情过去了 他们得感谢李双江 一个热闹看过去 愤慨热血那么几天 又会被其他的事情吸引忘记去追究事情的真相 可悲。			1660544250	00	3356581857090182	1397717468133
4418-	0		0	Wed Mar 12 05:58:03 +0800 2014			3687177500629669	3687177500629669				3687177500629669	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[爱你]			1660544250	00	3687105412401583	1397717468133
4419-	1		4	Wed Mar 27 12:40:29 +0800 2013			3560443027364156	3560443027364156				3560443027364156	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	儿子19天。大脚丫子已经告诉我他准备好打篮球了。我很欣慰。			1660544250	00	0	1397717468134
4420-	0		4	Wed May 23 08:11:02 +0800 2012		type:Pointcoordinates:#49.265858#-123.25682	3448759755548516	3448759755548516				3448759755548516	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	我在这里: #UBC# 重返校园 TMD 10年毕业的毕业照为什么还没挂上 			1660544250	00	0	1397717468134
4421-	1		2	Fri Jun 07 12:06:14 +0800 2013			3586526330366102	3586526330366102				3586526330366102	0			0	<a href=" rel="nofollow">iPhone客户端</a>	分明是挨揍后的小沈阳 //@城市知道-温哥华:由范志毅带队的老克勒明星足球队正在列治文图书馆旁边的Minuro Park体育场与温哥华足球队进行友谊赛。（详细报道： ）。据说还有人看到了高仲勋。住附近的可以去凑凑热闹。[围观][围观]			1660544250	00	3586515056185049	1397717468135
4422-	0		4	Tue May 17 12:20:07 +0800 2011			10765244290	10765244290				5607535102215011499	0			16	<a href=" rel="nofollow">分享按钮</a>	《纽约时报》找来包括娜塔莉・波特曼、马特・达蒙、迈克尔・道格拉斯在内的2010年最出挑的14位演员，让他们独自面对镜头，并提出要求：最少的姿势、最简单的道具，不要语言或者故事，向我们展示何谓表演。转自@徐_慢慢            14位电影人的一分钟表演 			1660544250	00	0	1397717468135
4423-	0		1	Sun Apr 03 13:10:05 +0800 2011			8564974207	8564974207				20111040351615061	0		#	3	<a href=" rel="nofollow">微博 weibo.com</a>	叔，咱别这么潮好么。给刚哥@郭德纲 留点追赶的空间			1660544250	00	0	1397717468136
4424-	0		10	Wed Oct 19 04:39:21 +0800 2011			3370068310402244	3370068310402244				3370068310402244	0		#	51	<a href=" rel="nofollow">iPhone客户端</a>	今天报纸头条 has china lost the soul.			1660544250	00	0	1397717468137
4425-	0		4	Tue Dec 25 14:32:29 +0800 2012			3527131521037714	3527131521037714				3527131521037714	0		#	0	<a href=" rel="nofollow">Instagram</a>	Just posted a photo with Instagram 			1660544250	00	0	1397717468137
4426-	0		3	Sat Nov 03 12:15:51 +0800 2012			3508252975618501	3508252975618501				3508252975618501	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Homemade Snack.			1660544250	00	0	1397717468138
4427-	0		2	Fri Apr 22 14:53:40 +0800 2011			9497568812	9497568812				5598297542559465449	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	你这是防狼鞋么			1660544250	00	9493559764	1397717468138
4428-	0		20	Sun Oct 14 01:37:28 +0800 2012			3500844559686701	3500844559686701				3500844559686701	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	报警入案 联系保险公司 联系修车公司 打电话投诉管理公司才知道 我是这个月的第五个受害者。已经至少六辆中国人开的SUV被砸了。恶心的是此人也住在这楼 不是种族歧视就是报复 决定下班去看看SPY摄像头 物业不肯装我自己装 砸我一个算我倒霉认了 估计哪个白人WHITE TRASH 针对中国人的车 别让我抓到你			1660544250	00	0	1397717468139
4429-	0		5	Mon Jul 02 05:40:33 +0800 2012		type:Pointcoordinates:#49.18528#-123.98489	3463217394822102	3463217394822102				3463217394822102	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	We r at hong LAN !!!!!!! 			1660544250	00	0	1397717468139
4430-	1		0	Wed Oct 02 10:24:54 +0800 2013			3628900209378015	3628900209378015				3628900209378015	0			0	<a href=" rel="nofollow">iPhone客户端</a>	转发微博			1660544250	00	3628899608980486	1397717468140
4431-	0		0	Sun Feb 27 10:26:54 +0800 2011			6846849969	6846849969				2311102272080530515	0			1	<a href=" rel="nofollow">微博 weibo.com</a>	[泪]			1660544250	00	6821413941	1397717468140
4432-	0		1	Sun Mar 25 03:44:08 +0800 2012			3427311699462370	3427311699462370				3427311699462370	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	 @糖拌柿子			1660544250	00	0	1397717468141
4433-	0		1	Tue Nov 20 02:37:11 +0800 2012			3514267938931721	3514267938931721				3514267938931721	0			1	<a href=" rel="nofollow">iPad客户端</a>	看了lin 的这场比赛。组织的一点节奏没有 手感命中率不高还要频繁出手 加上火箭的中锋也太垃圾了。			1660544250	00	3514132789570624	1397717468142
4434-	0		1	Sun Apr 21 15:01:20 +0800 2013			3569538166126217	3569538166126217				3569538166126217	0		#	0	<a href=" rel="nofollow">Instagram</a>	#Godiva# 			1660544250	00	0	1397717468142
4435-	0		0	Mon Aug 15 16:29:13 +0800 2011			3346691743075421	3346691743075421				3346691743075421	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	分享图片			1660544250	00	0	1397717468143
4436-	0		0	Mon Feb 21 06:12:41 +0800 2011			6611725641	6611725641				2311102211941820990	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	比我还专业。。[good]			1660544250	00	0	1397717468143
4437-	0		1	Wed Dec 26 07:41:22 +0800 2012			3527390456383561	3527390456383561				3527390456383561	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	分享图片			1660544250	00	0	1397717468144
4438-	0		0	Sun Dec 22 20:16:31 +0800 2013			3658402511441221	3658402511441221				3658402511441221	0			7	<a href=" rel="nofollow">iPhone客户端</a>	戏习万就放了你蛾子 不是习戏万系戏习万！ //@蔓凝Richie:[笑哈哈] 里的吕鹅在我们手上～～～			1660544250	00	3658260798068955	1397717468144
4439-	0		23	Thu Mar 15 13:37:20 +0800 2012			3423837113079064	3423837113079064				3423837113079064	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	比国内便宜好多			1660544250	00	0	1397717468145
4440-	0		7	Thu Jun 07 02:46:28 +0800 2012			3454113889614091	3454113889614091				3454113889614091	0			1	<a href=" rel="nofollow">iPhone客户端</a>	逃课打篮球 凯华打星际 纳脱卡飞机 迎宾喝啤酒 赵丽家吃鸡头 德庄喝华信 厕所抽三五 雪峰见网友 三大爷的方便面 为了两包烟去别的学校抓人打架 打电话举报补课 成功举办星际大赛、博彩 、江边郊游、漂流、家长会前慰问老师送礼、饭店看世界杯等活动 高三很忙 无暇学习 那时很开心父母很伤心老师很闹心			1660544250	00	3454057836362255	1397717468145
4441-	0		13	Tue May 07 15:28:12 +0800 2013			3575343137280692	3575343137280692				3575343137280692	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	感谢岳母辛苦 白色我送的  哪个更好看？ 			1660544250	00	0	1397717468146
4442-	0		4	Wed Apr 27 14:17:46 +0800 2011			9721033507	9721033507				5600143716902478296	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	酒吧看球 没么喊死我们  终于赢了。多喝两杯。全酒吧疯了			1660544250	00	0	1397717468146
4443-	0		9	Mon Oct 10 06:38:04 +0800 2011			3366836695666987	3366836695666987				3366836695666987	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	分享图片			1660544250	00	0	1397717468147
4444-	0		0	Wed Mar 14 13:09:29 +0800 2012			3423467708217196	3423467708217196				3423467708217196	0		#	1	<a href=" rel="nofollow">微博 weibo.com</a>	让令页导先走			1660544250	00	0	1397717468148
4445-	0		1	Fri Aug 31 00:44:53 +0800 2012			3484886260709892	3484886260709892				3484886260709892	0			1	<a href=" rel="nofollow">iPhone客户端</a>	转发微博。			1660544250	00	3484819613153348	1397717468148
4446-	0		0	Wed Mar 09 13:04:48 +0800 2011			7269785801	7269785801				2011103092330078815	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	菜儿太硬！			1660544250	00	0	1397717468149
4447-	0		8	Mon Nov 12 09:13:24 +0800 2012			3511468542896254	3511468542896254				3511468542896254	0		#	0	<a href=" rel="nofollow">Instagram</a>	茫茫人海中我一眼就看到了你 ???????????????? 			1660544250	00	0	1397717468149
4448-	0		1	Thu Jan 05 16:33:52 +0800 2012			3398514379640813	3398514379640813				3398514379640813	0		#	2	<a href=" rel="nofollow">微博 weibo.com</a>	分享图片			1660544250	00	0	1397717468150
4449-	3		2	Wed Jul 31 09:09:54 +0800 2013			3606050894958739	3606050894958739				3606050894958739	0			0	<a href=" rel="nofollow">iPhone客户端</a>	老妈不知不觉已经来温哥华2个多月了。看得出来她很喜欢这里的环境和简单的生活方式。她说这里人和人相处很简单也很单纯 来的越久越喜欢这的环境。也肯定了我要帮他俩移民过来的决定。虽然她不说英文 但是自己没事坐公交天车去各个地方不在话下。帮老妈拿到了美签 下个月带她去美帝国主义批判一下			1660544250	00	0	1397717468150
4450-	0		2	Thu Feb 10 15:25:33 +0800 2011			6230148369	6230148369				2011102101721435331	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	@LOVIA219    孙菊表示很亲切			1660544250	00	0	1397717468151
4451-	0		4	Thu Jun 09 10:30:26 +0800 2011			12010500978	12010500978				5616041796226688646	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	分享图片			1660544250	00	0	1397717468152
4452-	0		1	Tue Nov 13 14:33:26 +0800 2012			3511911482470753	3511911482470753				3511911482470753	0		#	0	<a href=" rel="nofollow">Instagram</a>	My king kong  			1660544250	00	0	1397717468152
4453-	0		4	Tue Oct 09 04:47:29 +0800 2012		type:Pointcoordinates:#49.717823#-123.14887	3499080439508271	3499080439508271				3499080439508271	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	分享图片 我在:			1660544250	00	0	1397717468153
4454-	0		3	Wed Feb 16 10:46:45 +0800 2011			6436422139	6436422139				2011102162228923428	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	两个标志性的品牌走在了一起，哈苏(hasselblad)和法拉利合作推出 H4D 法拉利限量版相机。售价21499欧元的 H4D 拥有法拉利的传奇色彩及镶上其赛车盾牌，连包装盒亦经过特别设计，顶部的玻璃面上标有法拉利标志。			1660544250	00	0	1397717468153
4455-	1		1	Sun Nov 18 16:26:15 +0800 2012			3513751804318580	3513751804318580				3513751804318580	0			1	<a href=" rel="nofollow">iPhone客户端</a>	用微信扫一扫扫脸加好友的哥们太狠了！			1660544250	00	0	1397717468154
4456-	1		8	Thu Sep 06 01:18:58 +0800 2012			3487069164563088	3487069164563088				3487069164563088	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	如小学生春游一样的lunch box			1660544250	00	0	1397717468155
4457-	0		1	Sat Jan 26 03:17:01 +0800 2013			3538557950233153	3538557950233153				3538557950233153	0			0	<a href=" rel="nofollow">iPhone客户端</a>	人的奇怪之处：急于成长，然后又哀叹失去的童年；以健康换取金钱，不久后又用金钱恢复健康；活着时认为死离自己很远，临死前又仿佛从未活够；明明对未来焦虑不已却又无视眼下的幸福。天地之间，一切都在变化，身体、财富、名声、亲眷等皆为无常，生不带来、死不带去，唯有自己的心才与自己生死相随 转			1660544250	00	0	1397717468155
4458-	1		5	Mon Sep 16 01:36:16 +0800 2013			3622968968258320	3622968968258320				3622968968258320	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	减肥21天。昨天一场球 晚上去没咋吃 一样没吃过主食 饭后散步一小时 早上量 瘦了8斤了。今天开始戒油腻高脂肪热量 继续一周两场球 晚上9点后禁水果。「爱吃玉米可爱的小妹妹 [带着微博去旅行]」			1660544250	00	0	1397717468156
4459-	0		11	Sun Aug 07 06:21:02 +0800 2011			3343639585570448	3343639585570448				3343639585570448	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Fiat			1660544250	00	0	1397717468156
4460-	0		6	Wed Mar 09 12:56:54 +0800 2011			7269418803	7269418803				2011103092716707218	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	原来猪头肉长得是这个样子，光吃了也不知道。[馋嘴]			1660544250	00	0	1397717468157
4461-	0		1	Sun Oct 20 12:10:23 +0800 2013			3635449736339653	3635449736339653				3635449736339653	0			2	<a href=" rel="nofollow">iPhone客户端</a>	//@广告也疯狂:这是我们的热血青春			1660544250	00	3635422103918438	1397717468157
4462-	0		5	Thu Jan 12 19:06:12 +0800 2012			3401089429009457	3401089429009457				3401089429009457	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	柠檬汁 炸土豆条 酸甜辣 好吃。			1660544250	00	0	1397717468158
4463-	0		15	Sat Apr 13 08:12:38 +0800 2013			3566536214406766	3566536214406766				3566536214406766	0		#	7	<a href=" rel="nofollow">iPhone客户端</a>	拼了			1660544250	00	0	1397717468158
4464-	0		1	Sun Oct 28 01:35:19 +0800 2012			3505917452727985	3505917452727985				3505917452727985	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	ARGO。烂番茄打出这么高分的片不多啊。里面还有 绝命毒出的老白！！			1660544250	00	0	1397717468159
4465-	0		0	Mon Oct 01 00:02:05 +0800 2012			3496109513505740	3496109513505740				3496109513505740	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[哈哈]			1660544250	00	3496066009636918	1397717468160
4466-	0		0	Mon Feb 07 13:20:53 +0800 2011			6132744619	6132744619				2011102071664820214	0			4	<a href=" rel="nofollow">iPhone客户端</a>	转发微博。			1660544250	00	6132556923	1397717468160
4467-	0		0	Thu Nov 07 07:00:25 +0800 2013			3641894716599621	3641894716599621				3641894716599621	0			0	<a href=" rel="nofollow">iPhone客户端</a>	 @薄面面 should have come to canada. You can get day off to celebrity your birthday every year.   //@城市知道-温哥华:[偷笑]每年11月11日碰巧是加拿大阵亡将士纪念日，加拿大除安大略省和魁北克省外，其他省份都有放假。关于这个纪念日的更多介绍：			1660544250	00	3641886931500438	1397717468161
4468-	0		5	Sun Nov 06 07:03:22 +0800 2011			3376627535003507	3376627535003507				3376627535003507	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	分享图片			1660544250	00	0	1397717468161
4469-	0		1	Wed Nov 06 14:49:41 +0800 2013			3641650423783045	3641650423783045				3641650423783045	0			1	<a href=" rel="nofollow">iPhone客户端</a>	//@广告也疯狂:美国纽约的摄影师Jamie Beck创意GIF作品（二）			1660544250	00	3641557745835092	1397717468162
4470-	0		2	Fri Mar 09 00:43:24 +0800 2012			3421468019286386	3421468019286386				3421468019286386	0			2	<a href=" rel="nofollow">iPhone客户端</a>	咱爸偶像 //@Mywardrobe:无			1660544250	00	3420355785730057	1397717468162
4471-	0		2	Fri Feb 18 22:19:58 +0800 2011			6536332829	6536332829				2011102182287737572	0		#	1	<a href=" rel="nofollow">微博 weibo.com</a>	@我I喝可乐			1660544250	00	0	1397717468163
4472-	0		0	Fri Mar 29 10:19:39 +0800 2013			3561132357036231	3561132357036231				3561132357036231	0			0	<a href=" rel="nofollow">iPhone客户端</a>	 @豹脾气太岁  短信你发的吧			1660544250	00	3561008595539923	1397717468163
4473-	0		0	Wed Jun 05 01:20:51 +0800 2013			3585639138468239	3585639138468239				3585639138468239	0			1	<a href=" rel="nofollow">iPhone客户端</a>	天下武功出城管。总拿编制说事推卸责任 真他妈恶心 人在中国就这么不值钱就可以当畜生被踩来踩去 什么时候能重视下弱势群体 食品卫生城管暴力执法的新闻从开始就没中断过 有人把这当回事慢么。			1660544250	00	3585574616895132	1397717468164
4474-	0		1	Wed Jan 04 19:37:49 +0800 2012			3398198288697591	3398198288697591				3398198288697591	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	孙哲 李晨一家			1660544250	00	0	1397717468164
4475-	0		0	Thu Aug 01 12:15:09 +0800 2013			3606459902611557	3606459902611557				3606459902611557	0		#	0	<a href=" rel="nofollow">Instagram</a>	#春秋火锅#  #KOBE BEEF #神户牛肉# 			1660544250	00	0	1397717468165
4476-	1		2	Wed Jun 12 11:43:02 +0800 2013		type:Pointcoordinates:#49.270485#-123.135765	3588332439637016	3588332439637016				3588332439637016	0		#	0	<a href=" rel="nofollow">Instagram</a>	每天散步 一定会坚持下去。 @ Granville Island Brewing 			1660544250	00	0	1397717468166
4477-	0		7	Sun Aug 07 08:32:42 +0800 2011			3343672720615849	3343672720615849				3343672720615849	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	帅！			1660544250	00	0	1397717468166
4478-	0		0	Fri Jan 06 09:58:23 +0800 2012			3398777240945309	3398777240945309				3398777240945309	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	分享图片			1660544250	00	0	1397717468167
4479-	0		0	Tue Apr 10 06:03:17 +0800 2012			3433144923677820	3433144923677820				3433144923677820	0		#	2	<a href=" rel="nofollow">iPhone客户端</a>	房子住在海上是什么感觉			1660544250	00	0	1397717468167
4480-	1		2	Mon Jan 20 21:55:24 +0800 2014			3668936643978262	3668936643978262				3668936643978262	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	红树林酒店里的素斋很?			1660544250	00	0	1397717468168
4481-	0		1	Thu Mar 08 15:56:23 +0800 2012			3421335386791144	3421335386791144				3421335386791144	0			1	<a href=" rel="nofollow">iPhone客户端</a>	温哥华也没有			1660544250	00	3421268898670876	1397717468168
4482-	0		13	Mon Jun 20 12:52:47 +0800 2011			12669087688	12669087688				5620160416460597876	0		#	4	<a href=" rel="nofollow">iPhone客户端</a>	温哥华也能吃到哈尔滨干肠的我都要哭了[泪]			1660544250	00	0	1397717468169
4483-	0		1	Mon May 14 02:51:07 +0800 2012			3445417750990864	3445417750990864				3445417750990864	0			0	<a href=" rel="nofollow">iPhone客户端</a>	从幼儿园开始就调皮捣蛋惹事没少让老妈伤心。老妈一直鼓励肯定我 感谢我有一个好母亲 感谢老妈。听妈妈的话 别让她受伤。			1660544250	00	0	1397717468169
4484-	0		19	Wed Jul 06 01:40:12 +0800 2011			13727670268	13727670268				5625924455671219147	0			0	<a href=" rel="nofollow">iPhone客户端</a>	路考又没过 妈的 穿了我的红色幸运内裤都没用。			1660544250	00	0	1397717468170
4485-	0		12	Wed Sep 12 03:36:01 +0800 2012			3489277986102220	3489277986102220				3489277986102220	0			1	<a href=" rel="nofollow">iPhone客户端</a>	戒了八个月了 //@开开x://@999道私房菜: 为了孩子，把烟戒了吧！[心]			1660544250	00	3488980777505655	1397717468170
4486-	0		3	Wed Apr 20 16:56:43 +0800 2011			9403131190	9403131190				221110420449403973	0			0	<a href=" rel="nofollow">iPhone客户端</a>	油菜：把你认为SB的人输入 如果对方觉得你也SB自动解除好友关系。转 //@我:估计下周人人就要发布山寨新功能了。			1660544250	00	9362562090	1397717468171
4487-	0		2	Mon Mar 14 01:30:37 +0800 2011			7476114309	7476114309				23111031496539228	0			1	<a href=" rel="nofollow">微博 weibo.com</a>	bunch of stupid asses  //@李晓聆Ella://			1660544250	00	7466385638	1397717468171
4488-	0		1	Fri Jun 14 15:06:02 +0800 2013			3589108297490094	3589108297490094				3589108297490094	0		#	5	<a href=" rel="nofollow">美图秀秀iPhone版</a>	好基友 一辈子 			1660544250	00	0	1397717468172
4489-	0		1	Tue Mar 08 16:48:30 +0800 2011			7237595693	7237595693				2211103082697308878	0			1	<a href=" rel="nofollow">微博 weibo.com</a>	转发微博。			1660544250	00	7237403849	1397717468173
4490-	0		10	Thu Jan 05 12:28:11 +0800 2012			3398452551569378	3398452551569378				3398452551569378	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	分享图片			1660544250	00	0	1397717468173
4491-	0		2	Sat Dec 28 16:34:37 +0800 2013			3660520999943979	3660520999943979				3660520999943979	0			0	<a href=" rel="nofollow">iPhone客户端</a>	猪肉大葱。跟我有次回国去吃点的一样[嘻嘻] #like a boss#			1660544250	00	3660508885956731	1397717468174
4492-	0		3	Mon May 13 16:04:30 +0800 2013			3577526603507409	3577526603507409				3577526603507409	0			0	<a href=" rel="nofollow">iPhone客户端</a>	今天吃素去了他家 味道真的无敌好吃 花样品种也多 @魏航Vancouver @我是Bodhi王大恒  吃素的朋友肯定爱吃  //@吃喝玩乐温哥华:谢谢分享！主页獭也蛮喜欢的台式素食店，他们的牛奶锅和豆酱锅都很赞[赞]4 Stones Vegetarian Cuisine 雅室友素食			1660544250	00	3577122914449432	1397717468174
4493-	0		17	Tue Jan 31 04:50:54 +0800 2012			3407759557354967	3407759557354967				3407759557354967	0			2	<a href=" rel="nofollow">iPhone客户端</a>	BMO 是要死么 2.99% 五年房贷 是要把人逼死么 叫我们还怎么做贷款。			1660544250	00	0	1397717468175
4494-	0		0	Sat Aug 13 10:46:07 +0800 2011			3345880623152597	3345880623152597				3345880623152597	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	分享图片			1660544250	00	0	1397717468175
4495-	0		1	Thu Jan 05 12:33:20 +0800 2012			3398453847153587	3398453847153587				3398453847153587	0		#	1	<a href=" rel="nofollow">微博 weibo.com</a>	分享图片			1660544250	00	0	1397717468176
4496-	0		0	Sat Aug 13 10:45:44 +0800 2011			3345880527043697	3345880527043697				3345880527043697	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	分享图片			1660544250	00	0	1397717468176
4497-	0		0	Tue Jan 28 09:54:23 +0800 2014			3671654301614460	3671654301614460				3671654301614460	0			0	<a href=" rel="nofollow">iPhone客户端</a>	不让开赌场 却谁都可以买彩票 神奇的国度 			1660544250	00	3670947862975179	1397717468177
4498-	0		0	Thu Oct 31 13:41:59 +0800 2013			3639459055124422	3639459055124422				3639459055124422	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Good luck A.I 			1660544250	00	0	1397717468177
4499-	0		0	Wed Jul 25 00:36:18 +0800 2012			3471475749661360	3471475749661360				3471475749661360	0			0	<a href=" rel="nofollow">iPhone客户端</a>	自己可以说它不好 但绝对不允许别人说它不好。心理永远骄傲和爱自己的家乡和国家。但绝对看不得别人弄坏它。			1660544250	00	3470533549411102	1397717468178
4500-	0		5	Mon Nov 26 16:12:01 +0800 2012			3516647325405779	3516647325405779				3516647325405779	0		#	1	<a href=" rel="nofollow">Instagram</a>	今晚的三部电影  			1660544250	00	0	1397717468178
4501-	0		0	Thu Jan 16 10:15:03 +0800 2014			3667310843791507	3667310843791507				3667310843791507	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[泪][泪]			1660544250	00	3667154819480447	1397717468179
4502-	0		0	Mon Oct 29 11:49:29 +0800 2012			3506434396548953	3506434396548953				3506434396548953	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[赞]			1660544250	00	3506407435904222	1397717468179
4503-	0		0	Fri Sep 09 14:16:42 +0800 2011			3355718090799403	3355718090799403				3355718090799403	0			1	<a href=" rel="nofollow">iPhone客户端</a>	hahahhahahahahahahaha  //@梦小树儿: @一手好字被电脑废了			1660544250	00	3352880310144781	1397717468180
4504-	0		0	Thu May 23 09:57:50 +0800 2013			3581058199202020	3581058199202020				3581058199202020	0			0	<a href=" rel="nofollow">iPhone客户端</a>	中国人在自己的国家得不到尊重安全保障。外国人跟大爷一样享受着各种优待福利			1660544250	00	3581053714946062	1397717468181
4505-	1		4	Wed Oct 30 09:00:15 +0800 2013			3639025766322283	3639025766322283				3639025766322283	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	????			1660544250	00	0	1397717468181
4506-	0		1	Mon Nov 28 04:09:45 +0800 2011			3384556376534346	3384556376534346				3384556376534346	0			0	<a href=" rel="nofollow">iPhone客户端</a>	为了回国能喝点吃点 狠狠心戒了一个月啤酒并减肥了一周。自我感觉瘦了可是称估计坏了。			1660544250	00	0	1397717468182
4507-	0		5	Mon Feb 21 17:01:30 +0800 2011			6627430613	6627430613				2211102212337255799	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	分享图片			1660544250	00	0	1397717468182
4508-	0		5	Sun Mar 25 01:53:51 +0800 2012			3427283946095925	3427283946095925				3427283946095925	0			0	<a href=" rel="nofollow">iPhone客户端</a>	发微薄随手解救单身女青年。求妹夫。			1660544250	00	3427231236153493	1397717468183
4509-	0		0	Tue Sep 10 15:28:42 +0800 2013			3621004138417467	3621004138417467				3621004138417467	0			0	<a href=" rel="nofollow">iPhone客户端</a>	感谢我的老师们跟我父母说我的各种劣迹品行学习没有未来出路萌生让我出国的想法。感谢恶语相加培养我的心里承受能力。感谢上课体罚锻炼了我的身体素质。感谢放学谈话锻炼我的毅力耐心。感谢半夜打电话告状锻炼我的听力 没有你们随时告诫我是个废物就没有我现在的今天 教师节快乐 您辛苦了！			1660544250	00	3620951990264886	1397717468183
4510-	0		3	Mon Dec 05 16:43:37 +0800 2011			3387282808116294	3387282808116294				3387282808116294	0			1	<a href=" rel="nofollow">iPhone客户端</a>	普通青年吃串 文艺青年和二逼青年 //@梦小树儿:图中从左往右，分别装蒜型、斯文型、野兽型。			1660544250	00	3386685662032907	1397717468184
